LeadId,CompanyName,Industry,Website,Location,Address,DecisionMakerName,Designation,Email,EmailType,Phone,LinkedIn,Facebook,Instagram,Twitter,YouTube,ContactPage,SourceKeyword,HasTestimonials,HasVideoTestimonials,HasCaseStudies,HasGoogleReviews,LeadScore,Priority,CreatedDate
83,SEO Company in Delhi | SEO Services in Delhi | AppsPlusWeb,PPC Agency,https://www.appsplusweb.com/seo-company-delhi/,"</div></div></div></div></div><div class=""w-tabs-section AppsPlusWebHover"" id=""na88""><button class=""w-tabs-section-header"" aria-controls=""content-na88"" aria-expanded=""false""><div class=""w-tabs-section","</div></div></div></div></div><div class=""w-tabs-section AppsPlusWebHover"" id=""na88""><button class=""w-tabs-section-header"" aria-controls=""content-na88"" aria-expanded=""false""><div class=""w-tabs-section",,,info@appsplusweb.com,Generic,+919899778847,https://www.linkedin.com/company/appsplusweb/,https://www.facebook.com/appsplusweb,https://www.instagram.com/appsplusweb/,https://x.com/Apps_Plus_Web,https://www.youtube.com/@appsplusweb,https://www.appsplusweb.com/contact/,PPC Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:15:11.302951
84,Grow Digital Solution,PPC Agency,https://growdigitalsolution.com/,"<script nonce=""kTfuqHyA"">requireLazy([""HasteSupportData""],function(m){m.handle({""clpData"":{""1838142"":{""r"":1,""s"":1},""1958484"":{""r"":1,""s"":1},""1963303"":{""r"":1,""s"":1},""2120"":{""r"":1,""s"":1},""2807"":{""r"":1,""s","<script nonce=""kTfuqHyA"">requireLazy([""HasteSupportData""],function(m){m.handle({""clpData"":{""1838142"":{""r"":1,""s"":1},""1958484"":{""r"":1,""s"":1},""1963303"":{""r"":1,""s"":1},""2120"":{""r"":1,""s"":1},""2807"":{""r"":1,""s",,,info@growmarketingsolution.com,Generic,+3403400760,,,,,,https://growdigitalsolution.com/contact.php,PPC Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:15:13.199702
85,"SEO Company in Delhi, India | Best SEO Agency in Delhi - SEO70",PPC Agency,https://www.seo70.net/,Top SEO Serving Agency in Delhi,Top SEO Serving Agency in Delhi,,,,,+919001458982,,,,,https://www.youtube.com/watch?v=v8PK-me0cIM,https://www.seo70.net/contact-us/,PPC Agency,False,True,True,False,65,Warm Lead,2026-06-23T07:15:40.809691
86,Leading Digital Marketing Agency/Company in Noida | Delhi NCR | India - Get Me Rank,PPC Agency,https://www.getmerank.com/,"<script nonce=""KGeCmJQR"">requireLazy([""HasteSupportData""],function(m){m.handle({""clpData"":{""1838142"":{""r"":1,""s"":1},""1958484"":{""r"":1,""s"":1},""1963303"":{""r"":1,""s"":1},""2120"":{""r"":1,""s"":1},""2807"":{""r"":1,""s","<script nonce=""KGeCmJQR"">requireLazy([""HasteSupportData""],function(m){m.handle({""clpData"":{""1838142"":{""r"":1,""s"":1},""1958484"":{""r"":1,""s"":1},""1963303"":{""r"":1,""s"":1},""2120"":{""r"":1,""s"":1},""2807"":{""r"":1,""s",Get Me Rank,Owner,contact@getmerank.com,Generic,+3403400760,https://in.linkedin.com/company/getmerank,https://www.facebook.com/getmerank,https://www.instagram.com/getmerank/,https://x.com/getmerank,,http://contact@getmerank.com,PPC Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:15:54.417521
87,Home -,Branding Agency,https://monthlybranding.com/,</dt>,</dt>,Monthly Branding,Owner,info@monthlybranding.com,Generic,+919319080337,https://www.linkedin.com/company/monthlybranding/,https://www.facebook.com/monthlybranding,https://www.instagram.com/monthlybranding,https://x.com/monthlybranding,https://youtube.com/@monthlybranding,https://monthlybranding.com/contact-us/,Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:15:56.678514
88,"Digital Marketing Agency In India | SEO, PPC, Website Design & Development Services India",PPC Agency,https://www.brainworkindia.net/,"y=l.getElementsByTagName(r)[0];y.parentNode.insertBefore(t,y);","y=l.getElementsByTagName(r)[0];y.parentNode.insertBefore(t,y);",,,sales@brainworkindia.net,Generic,+919911887188,http://www.linkedin.com/company/brainwork-technologies,https://www.facebook.com/brainworktechnologies,,https://twitter.com/brainworkindia,http://www.youtube.com/user/brainworktech,mailto:sales@brainworkindia.net,PPC Agency,False,True,True,False,65,Warm Lead,2026-06-23T07:16:03.687752
89,StarSearch Marketing — Digital Marketing Services,PPC Agency,https://starsearchmarketing.lovable.app/,"<!DOCTYPE html><html lang=""en""><head><meta charSet=""utf-8""/><meta name=""viewport"" content=""width=device-width, initial-scale=1""/><link rel=""preload"" as=""image"" href=""/assets/marketing-hero-nY3wPy2S.jp","<!DOCTYPE html><html lang=""en""><head><meta charSet=""utf-8""/><meta name=""viewport"" content=""width=device-width, initial-scale=1""/><link rel=""preload"" as=""image"" href=""/assets/marketing-hero-nY3wPy2S.jp",,,kumardhiraj728@gmail.com,Personal Business,+2616769217,,,,,,https://starsearchmarketing.lovable.app/#contact,PPC Agency,False,True,True,True,70,Warm Lead,2026-06-23T07:16:13.808031
90,Digital Ultras | Digital Marketing Agency in Delhi | Social Media Marketing Agency,PPC Agency,https://digitalultras.com/,"Delhi NCR, we also work with clients across India and overseas. Our strategies are flexible and can be applied to any business, no matter the location.\n\n\t\t\n\t\n\t\n\t\n\t\t\n\t\t\t\n\t\t\tHow muc","Delhi NCR, we also work with clients across India and overseas. Our strategies are flexible and can be applied to any business, no matter the location.\n\n\t\t\n\t\n\t\n\t\n\t\t\n\t\t\t\n\t\t\tHow muc",,,info@digitalultras.com,Generic,+917042840441,https://www.linkedin.com/company/dgultras/?originalSubdomain=in,https://www.facebook.com/dgultras/,https://www.instagram.com/dgultras/,https://x.com/dgultras,,https://digitalultras.com/book-free-consultation/,PPC Agency,True,True,True,True,90,Hot Lead,2026-06-23T07:16:24.032852
91,#1 Digital Marketing Agency: Best Digital Marketing Services,PPC Agency,https://akglobaltechnologies.com/,"<meta name=""viewport"" content=""width=device-width, initial-scale=1"">","<meta name=""viewport"" content=""width=device-width, initial-scale=1"">",,,,,+919599796748,,,,,,https://akglobaltechnologies.com/contact/,PPC Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:16:30.757297
92,"Home - Digital Web Zones - Best SEO, Digital Marketing, Web Design Company in India",PPC Agency,https://digitalwebzones.in/,"<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"" />","<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"" />",,,info@digitalwebzones.in,Generic,+919140857989,,,,,,https://digitalwebzones.in/contact/,PPC Agency,True,True,True,True,90,Hot Lead,2026-06-23T07:16:48.682045
93,"Top Digital Marketing Company in Delhi, Gurgaon and Noida",PPC Agency,https://www.insidethedigital.com/#utm_source=Google+&utm_medium=GMB+-+Traffic&utm_campaign=GMB+-+Traffic,"<meta name='robots' content='index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1' />","<meta name='robots' content='index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1' />",Sunny Mahajan,Founder,info@insidethedigital.com,Generic,+918448235710,https://www.linkedin.com/company/inside-the-digital-india/,https://www.facebook.com/insidethedigital1/,https://www.instagram.com/insidethedigital_/,https://x.com/InsideTheDigita,,https://www.insidethedigital.com/contact-us/,PPC Agency,True,True,True,True,90,Hot Lead,2026-06-23T07:16:55.159699
94,Brandburp Digital,PPC Agency,https://www.brandburp.com/,")<i class=""big icon-earth""></i>",")<i class=""big icon-earth""></i>",,,enquiry@brandburp.com,Generic,+919599551432,https://www.linkedin.com/company/brandburp,https://www.facebook.com/brandburpdigital/,https://www.instagram.com/brandburp/,https://twitter.com/brandburp,https://www.youtube.com/watch?v=Ek83kUYqZSo,https://www.brandburp.com/contact-us,PPC Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:17:07.030470
95,Growth Hub Media,PPC Agency,https://growthhubmedia.com/,"Serving Clients from : USA, UK, Australia, Canada, Europe, Germany, Singapore, Portugal, Belgium, Netherlands, Turkey, New Zealand, Japan &amp; morE</div></div></div></div></div></section><section cla","Serving Clients from : USA, UK, Australia, Canada, Europe, Germany, Singapore, Portugal, Belgium, Netherlands, Turkey, New Zealand, Japan &amp; morE</div></div></div></div></div></section><section cla",Play Video,CEO,info@growthhubmedia.com,Generic,+3403400760,,https://www.facebook.com/p/growth-Hub-Media-61557894260426/,https://www.instagram.com/officialgrowthhubmedia/,https://x.com/GROWTHHUBMEDIA,,https://growthhubmedia.com/contact-us/,PPC Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:17:17.207285
96,Marketozz,PPC Agency,https://www.marketozz.com/,)</h6>,)</h6>,,,sales@marketozz.com,Generic,+917352078094,https://www.linkedin.com/company/marketozz/,https://www.facebook.com/marketozz,https://www.instagram.com/marketozz1/,https://twitter.com/Marketozz1,https://www.youtube.com/@marketozz,https://www.marketozz.com/contact,PPC Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:17:24.967949
97,"Best Digital Marketing Company India, Digital Marketing Services",PPC Agency,https://designandrank.com/,"<meta name=""viewport"" content=""width=device-width, initial-scale=1"">","<meta name=""viewport"" content=""width=device-width, initial-scale=1"">",Helvetica Neue,CEO,info@designandrank.com,Generic,+919891764802,https://in.linkedin.com/company/acsius,https://www.facebook.com/ACSIUS,,https://twitter.com/acsius,,https://designandrank.com/support-and-maintenance/,PPC Agency,True,False,True,False,100,Hot Lead,2026-06-23T07:17:35.774725
98,"Best Digital Marketing Agency, Services in Noida, Delhi NCR",PPC Agency,https://bookmyadvertising.com/,"<script data-rocketlazyloadscript='data:text/javascript;base64,DQohZnVuY3Rpb24oZixiLGUsdixuLHQscykNCntpZihmLmZicSlyZXR1cm47bj1mLmZicT1mdW5jdGlvbigpe24uY2FsbE1ldGhvZD8NCm4uY2FsbE1ldGhvZC5hcHBseShuLGFyZ","<script data-rocketlazyloadscript='data:text/javascript;base64,DQohZnVuY3Rpb24oZixiLGUsdixuLHQscykNCntpZihmLmZicSlyZXR1cm47bj1mLmZicT1mdW5jdGlvbigpe24uY2FsbE1ldGhvZD8NCm4uY2FsbE1ldGhvZC5hcHBseShuLGFyZ",,,info@bookmyadvertising.com,Generic,+919773728237,https://www.linkedin.com/company/bookmyadvertising/,https://www.facebook.com/bookmyadvertising,https://www.instagram.com/bookmyadvertising/,https://x.com/bookmyadvert,https://www.youtube.com/@bookmyadvertising?sub_confirmation=1,https://bookmyadvertising.com/contact-us/,PPC Agency,True,True,True,True,90,Hot Lead,2026-06-23T07:17:50.034420
99,#1 Performance Marketing Agency Delhi NCR,PPC Agency,http://grohitic.com/,"Mayur Vihar, Delhi and specializes as a <strong>performance marketing agency in Delhi NCR</strong>, we manage campaigns for businesses across India including Mumbai, Bangalore, Hyderabad, and Pune. We","Mayur Vihar, Delhi and specializes as a <strong>performance marketing agency in Delhi NCR</strong>, we manage campaigns for businesses across India including Mumbai, Bangalore, Hyderabad, and Pune. We",,,grohiticdigital@gmail.com,Personal Business,+918920437387,https://www.linkedin.com/company/grohitic-digital/,https://www.facebook.com/share/17JktQFerj/,https://www.instagram.com/grohitic_digital,,,https://grohitic.com/contact/,PPC Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:17:53.227954
100,"Javed Akhter - Digital, Performance & Business Marketing Expert in Delhi NCR India",PPC Agency,https://www.javedakhter.com/,"<script nonce=""1mdUMZW7"">requireLazy([""HasteSupportData""],function(m){m.handle({""clpData"":{""1838142"":{""r"":1,""s"":1},""1958484"":{""r"":1,""s"":1},""1963303"":{""r"":1,""s"":1},""2120"":{""r"":1,""s"":1},""2807"":{""r"":1,""s","<script nonce=""1mdUMZW7"">requireLazy([""HasteSupportData""],function(m){m.handle({""clpData"":{""1838142"":{""r"":1,""s"":1},""1958484"":{""r"":1,""s"":1},""1963303"":{""r"":1,""s"":1},""2120"":{""r"":1,""s"":1},""2807"":{""r"":1,""s",,,query@javedakhter.com,Personal Business,+3403400760,,https://www.facebook.com/javedakhterdigital,https://www.instagram.com/javedakhterseo/,https://x.com/javedakhterweb,,https://www.javedakhter.com/contact-us.html,PPC Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:18:00.387950
101,Webiant Digital India,PPC Agency,https://webiantdigitalindia.com/,observer.unobserve(entry.target); // Stop observing once triggered,observer.unobserve(entry.target); // Stop observing once triggered,,,info@webiantdigital.in,Generic,+919899245808,,,,,,https://webiantdigitalindia.com/contact-us,PPC Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:18:04.375539
102,Dmteservices - A No.1 DIgital Marketing Agency Of Delhi,PPC Agency,https://dmteservices.com/,"<div class=""wp-sidebar sidebar""><aside id=""custom_html-2"" class=""widget_text widget clearfix widget_custom_html""><h3 class=""widget-title""><span>About Us</span></h3><div class=""textwidget custom-html-w","<div class=""wp-sidebar sidebar""><aside id=""custom_html-2"" class=""widget_text widget clearfix widget_custom_html""><h3 class=""widget-title""><span>About Us</span></h3><div class=""textwidget custom-html-w",App Store Optimization,Owner,info@dmteservices.com,Generic,+919811218005,,https://facebook.com/envato/,,https://twitter.com/envato/,https://www.youtube.com/envato,https://dmteservices.com/contact/,PPC Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:18:12.424531
103,Digital Marketing Agency,PPC Agency,http://ppcwithpro.com/,"new Date().getTime(),event:'gtm.js'});var f=d.getElementsByTagName(s)[0],","new Date().getTime(),event:'gtm.js'});var f=d.getElementsByTagName(s)[0],",,,contact@ppcwithpro.com,Generic,+00524873861,,https://www.facebook.com/ppcwithpro,https://www.instagram.com/ppcwithpro/,https://twitter.com/ppcwithpro,https://www.youtube.com/channel/UCvftMJdDgdj2YojHkMBXu4g,https://www.ppcwithpro.com/free-acos-audit/,PPC Agency,False,True,True,False,65,Warm Lead,2026-06-23T07:18:33.153251
104,Exopic Media - Creative Digital Marketing agency in Delhi/NCR,PPC Agency,http://www.exopicmedia.com/,"<meta name=""ICBM"" content=""28.563785, 77.219844"" />","<meta name=""ICBM"" content=""28.563785, 77.219844"" />",,,info@exopicmedia.com,Generic,+919311449829,,https://www.facebook.com/Exopic-Media-Pvt-Ltd-375869872554344/,https://www.instagram.com/exopicmedia/,https://twitter.com/Exopicmedia,https://www.youtube.com/channel/UCK8Dc2A95kjyNcw7YuhgxwA,https://www.exopicmedia.com/contact-us.html,PPC Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:18:36.294632
105,Home - advaana.co,PPC Agency,https://advaana.co/,"<div class=""swiper-slide"" role=""group"" aria-roledescription=""slide"" aria-label=""1 of 23""><figure class=""swiper-slide-inner""><img class=""swiper-slide-image swiper-lazy"" data-src=""https://advaana.co/wp-","<div class=""swiper-slide"" role=""group"" aria-roledescription=""slide"" aria-label=""1 of 23""><figure class=""swiper-slide-inner""><img class=""swiper-slide-image swiper-lazy"" data-src=""https://advaana.co/wp-",Helvetica Neue,CEO,advaana.co@gmail.com,Personal Business,71833104833,https://www.linkedin.com/company/advaana-co/,,https://www.instagram.com/advaana.co/?next=%2F,,,https://advaana.co/beyond-cac-how-to-keep-sales-alive-without-spending-more-on-ads/,PPC Agency,True,False,True,False,100,Hot Lead,2026-06-23T07:18:42.258644
106,Digital Marketing Agency in Sagarpur | The Prime Digital,PPC Agency,https://theprimedigital.site/,"<meta name=""viewport"" content=""width=device-width, initial-scale=1, minimum-scale=1"">","<meta name=""viewport"" content=""width=device-width, initial-scale=1, minimum-scale=1"">",,,info@theprimedigital.in,Generic,+918368478526,,https://www.facebook.com/profile.php?id=61575420247098,https://www.instagram.com/the_prime_digital_/,,,https://theprimedigital.site/contact-digital-marketing-agency-sagarpur/,PPC Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:18:42.995213
107,WDM Service - Best Digital Marketing Company in Delhi,PPC Agency,https://wdmservice.com/,"Delhi, we help businesses grow with the right mix of strategy, creativity, and content that connects.</p><p>Whether you&#8217;re a new startup or a growing brand, we&#8217;re here to support your jour","Delhi, we help businesses grow with the right mix of strategy, creativity, and content that connects.</p><p>Whether you&#8217;re a new startup or a growing brand, we&#8217;re here to support your jour",,,info@wdmservices.com,Generic,+917678403116,https://www.linkedin.com/company/wdm-services-official/?originalSubdomain=in,https://www.facebook.com/share.php?u=https://wdmservice.com/how-to-increase-your-roi-through-scientific-sem/,https://www.instagram.com/wdmservicesofficial/?hl=en,https://twitter.com/intent/tweet?text=How%20to%20Increase%20Your%20ROI%20Through%20scientific%20SEM?&url=https://wdmservice.com/how-to-increase-your-roi-through-scientific-sem/,,https://wdmservice.com/contact-us/,PPC Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:18:44.771007
108,Digital Marketing Agency USA & Global Growth | Digit Spider,PPC Agency,https://digitspider.com/,"<meta name=""viewport"" content=""width=device-width, initial-scale=1"">","<meta name=""viewport"" content=""width=device-width, initial-scale=1"">",,,,,1782037897,,,https://www.instagram.com/digitspider.io/,,,https://digitspider.com/contact-us/,PPC Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:18:55.778600
109,BigWig Digital,PPC Agency,https://www.bigwigmediadigital.com/,"New Delhi, we are a dynamic digital media agency delivering impactful experiences. With 8+ years of expertise, we help brands grow and achieve measurable results.</p><hr class=""border-gray-700 my-4""/>","New Delhi, we are a dynamic digital media agency delivering impactful experiences. With 8+ years of expertise, we help brands grow and achieve measurable results.</p><hr class=""border-gray-700 my-4""/>",,,support@bigwigmediadigital.com,Generic,+919685892813,https://www.linkedin.com/company/106698073/admin/dashboard/,https://www.facebook.com/profile.php?id=61575340735142,https://www.instagram.com/bigwigmediadigital/,https://x.com/bigwig_digital,https://www.youtube.com/@BigwigMediaDigital,https://www.bigwigmediadigital.com/contact,PPC Agency,True,True,True,True,90,Hot Lead,2026-06-23T07:19:08.735661
110,Adverlabs,PPC Agency,https://adverlabs.com/,"Delhi was founded in 2008 with a motive to provide media options to our clients which simultaneously promote and accelerate their business to""/><meta property=""og:image"" content=""https://adverlabs.com","Delhi was founded in 2008 with a motive to provide media options to our clients which simultaneously promote and accelerate their business to""/><meta property=""og:image"" content=""https://adverlabs.com",,,info@adverlabs.com,Generic,+3403400760,https://www.linkedin.com/company/adverlabs/,https://www.facebook.com/adverlabs,https://www.instagram.com/adverlabs/,https://twitter.com/adverlabs,,https://adverlabs.com/contact/,PPC Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:19:21.248219
111,Red Dash Media: Best Social Media Marketing Company in India,PPC Agency,https://www.reddashmedia.com/,"New Delhi with a vision to achieve objectives and goals using the online channels in the industry. We, at Red Dash Media believe that there is no fixed formula to solve marketing problems rather it is","New Delhi with a vision to achieve objectives and goals using the online channels in the industry. We, at Red Dash Media believe that there is no fixed formula to solve marketing problems rather it is",,,contact@reddashmedia.com,Generic,+919582397410,https://in.linkedin.com/company/red-dash-media,https://www.facebook.com/RedDashMedia/,https://www.instagram.com/reddashmedia/,https://twitter.com/reddashmedia,,https://www.reddashmedia.com/contact-us/,PPC Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:19:29.508340
112,"Best Digital Marketing Company, Digital Marketing Agency, Digital Marketing Services, Digital Marketing Firm, Digital Marketing Experts | Prashantji Services",PPC Agency,https://prashantji.com/,"India.</p></div></div><div class=""elementor-element elementor-element-88ab80d elementor-widget elementor-widget-text-editor"" data-id=""88ab80d"" data-element_type=""widget"" data-e-type=""widget"" data-widg","India.</p></div></div><div class=""elementor-element elementor-element-88ab80d elementor-widget elementor-widget-text-editor"" data-id=""88ab80d"" data-element_type=""widget"" data-e-type=""widget"" data-widg",Leading Digital Marketing Company In,CEO,info@prashantji.com,Generic,+918054779470,,https://www.facebook.com/OfficialPrashantji,https://www.instagram.com/officialprashantji/,https://twitter.com/meet_prashantji,https://www.youtube.com/c/prashantpanditofficial,https://rzp.io/i/ASRTLCgYW,PPC Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:20:03.849081
113,Best Digital Marketing Agency | Online Marketing Consulting Services - Orient SEM,PPC Agency,http://orientsem.com/,"<style data-related=""n2-ss-1"">div#n2-ss-1 .n2-ss-slider-1{display:grid;position:relative;}div#n2-ss-1 .n2-ss-slider-2{display:grid;position:relative;overflow:hidden;padding:0px 0px 0px 0px;border:0px","<style data-related=""n2-ss-1"">div#n2-ss-1 .n2-ss-slider-1{display:grid;position:relative;}div#n2-ss-1 .n2-ss-slider-2{display:grid;position:relative;overflow:hidden;padding:0px 0px 0px 0px;border:0px",,,info@orientsem.com,Generic,+919871721836,https://www.linkedin.com/company/orient-sem/,https://www.facebook.com/orientsem,https://www.instagram.com/orientsem/,https://twitter.com/orientsem,https://www.youtube.com/watch?v=tqg3F-8jBec,http://orientsem.com/contact-us/,PPC Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:20:12.102782
114,Home - Jeeshant Technologies,PPC Agency,http://jeeshant.com/,"<meta name=""viewport"" content=""width=device-width, initial-scale=1, maximum-scale=1"">","<meta name=""viewport"" content=""width=device-width, initial-scale=1, maximum-scale=1"">",,,jeeshanttechnologies@gmail.com,Personal Business,+918010473693,,https://www.facebook.com/jeeshanttechnologies,https://www.instagram.com/jeeshanttechnologies,,,https://jeeshant.com/contact-us/,PPC Agency,True,False,True,False,100,Hot Lead,2026-06-23T07:20:15.238522
115,Leading Digital Marketing Company in Delhi | Curvearro,PPC Agency,https://www.curvearro.com/in/locations/delhi/,"<p class=""has-text-align-center has-medium-font-size wp-block-paragraph"">Curvearro Internet Marketing Agency is a full-service digital marketing agency serving businesses in Delhi, and the rest of the","<p class=""has-text-align-center has-medium-font-size wp-block-paragraph"">Curvearro Internet Marketing Agency is a full-service digital marketing agency serving businesses in Delhi, and the rest of the",,,email@curvearro.com,Personal Business,+919211599006,https://www.linkedin.com/company/curvearro,https://www.facebook.com/curvearro/,https://www.instagram.com/curvearrodigital/,https://twitter.com/intent/user?screen_name=curvearro,https://www.youtube.com/channel/UC2I42LwpdH59EFp06Gpf9gQ?sub_confirmation=1,https://www.curvearro.com/in/contact/,PPC Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:20:18.226048
116,Impeccable Ads | Performance Marketing by Ex-Googlers,PPC Agency,http://impeccableads.com/,"<img data-lazyloaded=""1"" src=""data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIyNTYwIiBoZWlnaHQ9IjE5NDEiIHZpZXdCb3g9IjAgMCAyNTYwIDE5NDEiPjxyZWN0IHdpZHRoPSIxMDAl","<img data-lazyloaded=""1"" src=""data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIyNTYwIiBoZWlnaHQ9IjE5NDEiIHZpZXdCb3g9IjAgMCAyNTYwIDE5NDEiPjxyZWN0IHdpZHRoPSIxMDAl",,,info@impeccableads.com,Generic,+468749486758,https://www.linkedin.com/company/impeccableads/,https://www.facebook.com/impeccableads,https://www.instagram.com/impeccableads,https://x.com/Impeccableads,https://www.youtube.com/@ImpeccableAds,http://impeccableads.com/contact/,PPC Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:20:24.348662
117,ItsDigimark - Creative Branding & Website Agency in Delhi,Branding Agency,http://itsdigimark.com/,"Delhi, we cater to clients across India and worldwide, delivering top-notch solutions in logo designing, branding, social media management, website development, SEO, promo videos, and more. Our team o","Delhi, we cater to clients across India and worldwide, delivering top-notch solutions in logo designing, branding, social media management, website development, SEO, promo videos, and more. Our team o",Ali Constructions,Founder,shoaib.digimark@gmail.com,Personal Business,+2616769217,,https://www.facebook.com/ItsDigimark,https://www.instagram.com/itsdigimark,,https://www.youtube.com/@itsdigimark_india,http://itsdigimark.com/contact.html,Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:27:17.536414
118,ODD LOOP | Best Creative Digital Marketing Agency in Delhi,Branding Agency,https://www.oddloopagency.com/,"New Delhi. From strategic brand building to online &amp; offline experiences and designing solutions, we guide brands to a place of real cultural value.""/>","New Delhi. From strategic brand building to online &amp; offline experiences and designing solutions, we guide brands to a place of real cultural value.""/>",Invalid Sentry Dsn,CEO,info@oddloop.co.in,Generic,+92828489817,,,https://www.instagram.com/oddloopagency/,,,https://www.oddloopagency.com/contact,Branding Agency,True,False,True,False,100,Hot Lead,2026-06-23T07:27:21.698251
119,Ad Film Production in Delhi | Product Photography | Vedacraft Media,Branding Agency,https://vedacraftmedia.in/,"<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"" />","<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"" />",,,,,,,,,,,,Branding Agency,False,False,False,False,70,Warm Lead,2026-06-23T07:27:22.581659
120,Best Digital Marketing Agency in Delhi (2026) | Tech Ads Mediaa,Branding Agency,https://www.techadsmediaa.com/,"<meta property=""og:description"" content=""Portfolio Tech Ads Mediaa is a leading digital marketing agency in Delhi, serving clients worldwide. We have been specializing in [&hellip;]"" />","<meta property=""og:description"" content=""Portfolio Tech Ads Mediaa is a leading digital marketing agency in Delhi, serving clients worldwide. We have been specializing in [&hellip;]"" />",,,info.techadmediaa@gmail.com,Generic,+918433263592,,https://www.facebook.com/techadsmediaa/,https://www.instagram.com/techadsmediaa/,,,https://www.techadsmediaa.com/contact-us/,Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:27:39.848303
121,Graphic Design Studio Specialized in Logo Design and Branding Services.,Branding Agency,https://creativemindsfactory.in/creative-minds-factory-logo-design-branding-studio/,"India. We have specialization in Logo Design and Branding."" /><meta property=""og:url"" content=""https://creativemindsfactory.in/creative-minds-factory-logo-design-branding-studio-in-india/"" /><meta pro","India. We have specialization in Logo Design and Branding."" /><meta property=""og:url"" content=""https://creativemindsfactory.in/creative-minds-factory-logo-design-branding-studio-in-india/"" /><meta pro",,,creativemindsfactory@gmail.com,Personal Business,+917011684551,https://www.linkedin.com/company/creative-minds-factory,https://www.facebook.com/share.php?u=https://creativemindsfactory.in/7-types-of-logo-design-and-their-usage/,https://www.instagram.com/creativemindsfactory/,https://twitter.com/intent/tweet?text=7%20Types%20of%20Logo%20Design%20and%20their%20Usage&url=https://creativemindsfactory.in/7-types-of-logo-design-and-their-usage/,https://www.youtube.com/c/creativemindsfactory,https://creativemindsfactory.in/contact-us-2/,Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:27:50.648190
122,"Koan Marketing Agency | Branding, UI/UX, Social Media, Animation",Branding Agency,https://koanmarketingagency.com/,Delhi but work with brands all over India and worldwide thanks to online collabs. Distance isn’t a thing for us.,Delhi but work with brands all over India and worldwide thanks to online collabs. Distance isn’t a thing for us.,Helvetica Neue,CEO,info@koanmarketingagency.com,Generic,+919310490953,https://www.linkedin.com/company/koan-marketing-agency,https://www.facebook.com/koanmarketingagency/,https://www.instagram.com/koanmarketingagency/,https://x.com/KoanMarketing,,https://koanmarketingagency.com/contact-us/,Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:27:59.225888
123,Image,Branding Agency,https://rediscoverdeals.com/,<p>Our very organization has been founded on the ground belief of serving the best or,<p>Our very organization has been founded on the ground belief of serving the best or,,,feedback@rediscoverdeals.com,Personal Business,+918510001551,,https://www.facebook.com/rediscoverdeals/,https://www.instagram.com/rediscoverdeals/,https://twitter.com/rediscoverdeals/,https://youtube.com/@rediscoverdeals,https://www.rediscoverdeals.com/contact-us,Branding Agency,True,True,True,False,85,Hot Lead,2026-06-23T07:28:08.449623
